id_entrega,fecha,ciudad,servicio,distancia_km,costo_base,estado,vehiculo
1351,2026-06-25,,Programada,74.0,25996.0,Pendiente,Furgón
1352,2026-06-25,Bogotá,Estándar,71.0,27257.0,Entregada,Moto
1353,2026-06-26,Medellín,Programada,50.0,7376.0,Entregada,Moto
1354,2026-06-26,Cali,Mismo día,32.0,16749.0,Cancelada,Camioneta
1355,2026-06-27,Ibagué,Express,50.0,25751.0,Entregada,Camioneta
1356,2026-06-27,Ibagué,Mismo día,26.0,16902.0,Cancelada,Furgón
1357,2026-06-28,Bogotá,Estándar,28.0,26012.0,Cancelada,Camioneta
1358,2026-06-28,Ibagué,Mismo día,49.0,28389.0,Cancelada,Moto
1359,2026-06-29,Bogotá,Estándar,46.0,16867.0,Pendiente,Moto
1360,2026-06-29,Bucaramanga,Estándar,46.0,6487.0,Cancelada,Camioneta
1361,2026-06-30,Ibagué,Mismo día,31.0,13501.0,Entregada,Camioneta
1362,2026-06-30,Ibagué,Programada,33.0,10379.0,Cancelada,Camioneta
1363,2026-07-01,Medellín,Express,1.0,16853.0,Entregada,Moto
1364,2026-07-01,Ibagué,Programada,48.0,19644.0,En tránsito,Camioneta
1365,2026-07-02,Bogotá,Mismo día,46.0,16597.0,Entregada,Camioneta
1366,2026-07-02,Villavicencio,Estándar,74.0,9887.0,En tránsito,Furgón
1367,2026-07-03,Cali,Mismo día,40.0,12529.0,Pendiente,Camioneta
1368,2026-07-03,Medellín,Programada,37.0,21988.0,En tránsito,Furgón
1369,2026-07-04,Bogotá,Estándar,6.0,5674.0,Cancelada,Moto
1370,2026-07-04,Bucaramanga,Express,16.0,10352.0,Pendiente,Furgón
1371,2026-07-05,Cali,Programada,27.0,27309.0,Pendiente,Moto
1372,2026-07-05,,Express,30.0,7479.0,Cancelada,Moto
1373,2026-07-06,Cali,Mismo día,29.0,15369.0,En tránsito,Furgón
1374,2026-07-06,Cali,Programada,32.0,10174.0,En tránsito,Camioneta
1375,2026-07-07,Ibagué,Estándar,61.0,7616.0,Cancelada,Camioneta
1376,2026-07-07,Bogotá,Express,11.0,15568.0,Pendiente,Camioneta
1377,2026-07-08,Bucaramanga,Programada,27.0,18036.0,Pendiente,Furgón
1378,2026-07-08,Bucaramanga,Express,13.0,9403.0,En tránsito,Moto
1379,2026-07-09,Cali,Estándar,25.0,6944.0,Entregada,Moto
1380,2026-07-09,Medellín,Mismo día,55.0,8367.0,Entregada,Moto
1381,2026-07-10,Bogotá,Mismo día,4.0,21289.0,Entregada,Furgón
1382,2026-07-10,Ibagué,Mismo día,27.0,26507.0,Entregada,Moto
1383,2026-07-11,Ibagué,Mismo día,2.0,9507.0,Pendiente,Camioneta
1384,2026-07-11,Medellín,Programada,76.0,13010.0,Entregada,Camioneta
1385,2026-07-12,Bogotá,Express,58.0,13595.0,Pendiente,Moto
1386,2026-07-12,Bogotá,Mismo día,20.0,14019.0,Cancelada,Camioneta
1387,2026-07-13,Bogotá,Mismo día,16.0,11107.0,Cancelada,Moto
1388,2026-07-13,Bucaramanga,Mismo día,8.0,6381.0,En tránsito,Moto
1389,2026-07-14,Ibagué,Programada,38.0,18129.0,Entregada,Moto
1390,2026-07-14,Bogotá,Express,60.0,13934.0,Cancelada,Furgón
1391,2026-07-15,Bucaramanga,Programada,47.0,13556.0,Entregada,Camioneta
1392,2026-07-15,Medellín,Estándar,70.0,11620.0,Pendiente,Furgón
1393,2026-07-16,Cali,Mismo día,28.0,28234.0,Pendiente,Camioneta
1394,2026-07-16,Villavicencio,Estándar,22.0,20262.0,Entregada,Moto
1395,2026-07-17,Bucaramanga,Estándar,38.0,15467.0,Pendiente,Camioneta
1396,2026-07-17,Ibagué,Express,16.0,10134.0,Entregada,Furgón
1397,2026-07-18,Bogotá,Mismo día,78.0,25028.0,Entregada,Camioneta
1398,2026-07-18,Medellín,Mismo día,15.0,27210.0,Cancelada,Moto
1399,2026-07-19,Medellín,Express,38.0,5808.0,Cancelada,Moto
1400,2026-07-19,Medellín,Estándar,42.0,28242.0,En tránsito,Furgón
1401,2026-07-20,Ibagué,Estándar,5.0,22486.0,Cancelada,Camioneta
1402,2026-07-20,Bucaramanga,Estándar,38.0,7495.0,Cancelada,Furgón
1403,2026-07-21,Medellín,Mismo día,36.0,23829.0,Cancelada,Camioneta
1404,2026-07-21,Ibagué,Express,21.0,7685.0,Entregada,Moto
1405,2026-07-22,Cali,Estándar,11.0,6271.0,En tránsito,Furgón
1406,2026-07-22,Villavicencio,Express,4.0,7883.0,Pendiente,Furgón
1407,2026-07-23,Cali,Express,1.0,16496.0,Cancelada,Furgón
1408,2026-07-23,Bogotá,Mismo día,39.0,20489.0,Cancelada,Furgón
1409,2026-07-24,Ibagué,Mismo día,8.0,15183.0,En tránsito,Moto
1410,2026-07-24,Bogotá,Express,76.0,8049.0,Entregada,Furgón
1411,2026-07-25,Medellín,Programada,20.0,9979.0,Cancelada,Moto
1412,2026-07-25,Medellín,Express,52.0,26310.0,En tránsito,Furgón
1413,2026-07-26,Medellín,Express,54.0,29066.0,En tránsito,Moto
1414,2026-07-26,Bogotá,Estándar,40.0,23857.0,Cancelada,Camioneta
1415,2026-07-27,,Express,70.0,7585.0,Pendiente,Furgón
1416,2026-07-27,Bucaramanga,Estándar,9.0,25496.0,En tránsito,Moto
1417,2026-07-28,Ibagué,Mismo día,19.0,22300.0,Entregada,Moto
1418,2026-07-28,Bogotá,Programada,20.0,18152.0,En tránsito,Furgón
1419,2026-07-29,Medellín,Programada,11.0,8581.0,Cancelada,Moto
1420,2026-07-29,Villavicencio,Estándar,,29917.0,En tránsito,Camioneta
1421,2026-07-30,Ibagué,Express,25.0,16065.0,Pendiente,Furgón
1422,,Bucaramanga,Express,61.0,6104.0,En tránsito,Camioneta
1423,2026-07-31,Bucaramanga,Estándar,24.0,10249.0,Cancelada,Camioneta
1424,2026-07-31,Villavicencio,Express,70.0,15032.0,Cancelada,Camioneta
1425,2026-08-01,Cali,Mismo día,62.0,6558.0,Pendiente,Camioneta
1426,2026-08-01,Medellín,Mismo día,72.0,13098.0,Cancelada,Camioneta
1427,2026-08-02,Ibagué,Mismo día,9.0,16710.0,Pendiente,Camioneta
1428,2026-08-02,Bucaramanga,Programada,78.0,28717.0,En tránsito,Moto
1429,2026-08-03,Bogotá,Programada,49.0,7159.0,Pendiente,Camioneta
1430,2026-08-03,Bucaramanga,Programada,78.0,19422.0,Cancelada,Furgón
1431,2026-08-04,Bogotá,Estándar,29.0,27894.0,Cancelada,Furgón
1432,2026-08-04,Bucaramanga,Programada,76.0,25155.0,Entregada,Moto
1433,2026-08-05,Bucaramanga,Mismo día,47.0,28124.0,Pendiente,Furgón
1434,2026-08-05,Bogotá,Mismo día,6.0,9258.0,Entregada,Furgón
1435,2026-08-06,Cali,Programada,33.0,25034.0,Pendiente,Moto
1436,2026-08-06,Bogotá,Express,11.0,29466.0,Pendiente,Furgón
1437,2026-08-07,Villavicencio,Programada,75.0,13151.0,En tránsito,Camioneta
1438,2026-08-07,Ibagué,Estándar,25.0,17466.0,Cancelada,Camioneta
1439,2026-08-08,Bogotá,Programada,18.0,18271.0,Cancelada,Furgón
1440,2026-08-08,Cali,Programada,44.0,17342.0,Entregada,Camioneta
1441,2026-08-09,Ibagué,Mismo día,34.0,12244.0,Entregada,Camioneta
1442,2026-08-09,Medellín,Estándar,8.0,29273.0,Entregada,Moto
1443,2026-08-10,Bogotá,Mismo día,65.0,28913.0,Cancelada,Furgón
1444,2026-08-10,Cali,Mismo día,67.0,14518.0,Pendiente,Furgón
1445,2026-08-11,Villavicencio,Estándar,59.0,25133.0,Pendiente,Moto
1446,2026-08-11,Villavicencio,Estándar,49.0,14938.0,Cancelada,Furgón
1447,2026-08-12,Medellín,Programada,32.0,24871.0,Cancelada,Moto
1448,2026-08-12,Ibagué,Mismo día,43.0,19619.0,Entregada,Camioneta
1449,2026-08-13,Villavicencio,Programada,42.0,16754.0,Entregada,Furgón
1450,2026-08-13,Medellín,Mismo día,14.0,8201.0,En tránsito,Moto
1451,2026-08-14,Ibagué,Estándar,7.0,21365.0,En tránsito,Camioneta
1452,2026-08-14,Ibagué,Programada,21.0,13027.0,Pendiente,Moto
1453,2026-08-15,Cali,Estándar,36.0,10421.0,Entregada,Furgón
1454,2026-08-15,Bogotá,Mismo día,13.0,9830.0,En tránsito,Camioneta
1455,,Villavicencio,Estándar,9.0,29547.0,Entregada,Camioneta
1456,2026-08-16,Villavicencio,Programada,68.0,7582.0,Entregada,Furgón
1457,2026-08-17,Bogotá,Express,30.0,24963.0,Entregada,Camioneta
1458,2026-08-17,Villavicencio,Mismo día,47.0,26654.0,Entregada,Furgón
1459,2026-08-18,Ibagué,Estándar,42.0,5776.0,Pendiente,Moto
1460,2026-08-18,Bogotá,Estándar,59.0,19733.0,En tránsito,Moto
1461,2026-08-19,Bucaramanga,Programada,59.0,19435.0,En tránsito,Furgón
1462,2026-08-19,Bogotá,Estándar,24.0,13967.0,En tránsito,Furgón
1463,2026-08-20,Bucaramanga,Mismo día,67.0,21668.0,Pendiente,Camioneta
1464,2026-08-20,Cali,Programada,,15217.0,Cancelada,Camioneta
1465,,Bogotá,Programada,66.0,15992.0,Pendiente,Moto
1466,2026-08-21,Ibagué,Express,32.0,15788.0,Pendiente,Furgón
1467,2026-08-22,Bogotá,Express,9.0,25017.0,Pendiente,Furgón
1468,2026-08-22,Villavicencio,Estándar,61.0,20829.0,Pendiente,Moto
1469,2026-08-23,Medellín,Mismo día,3.0,14476.0,Entregada,Camioneta
1470,2026-08-23,Ibagué,Mismo día,62.0,28170.0,Cancelada,Camioneta
1471,2026-08-24,Bucaramanga,Programada,4.0,25052.0,Entregada,Camioneta
1472,2026-08-24,Bucaramanga,Programada,17.0,28320.0,En tránsito,Furgón
1473,2026-08-25,Cali,Estándar,48.0,23263.0,Pendiente,Moto
1474,2026-08-25,Cali,Express,75.0,14787.0,En tránsito,Moto
1475,2026-08-26,Villavicencio,Express,33.0,24324.0,Entregada,Moto
1476,2026-08-26,Bucaramanga,Estándar,10.0,13231.0,Cancelada,Furgón
1477,2026-08-27,Ibagué,Estándar,19.0,11773.0,Entregada,Camioneta
1478,2026-08-27,Bogotá,Express,,16276.0,Entregada,Furgón
1479,2026-08-28,Villavicencio,Estándar,58.0,29233.0,Cancelada,Camioneta
1480,2026-08-28,Bogotá,Express,8.0,19198.0,Pendiente,Moto
1481,2026-08-29,Medellín,Programada,31.0,14592.0,Entregada,Camioneta
1482,2026-08-29,Bucaramanga,Mismo día,21.0,16545.0,Cancelada,Moto
1483,2026-08-30,Medellín,Programada,15.0,12280.0,Cancelada,Furgón
1484,2026-08-30,Bucaramanga,Estándar,67.0,21469.0,Entregada,Furgón
1485,2026-08-31,Cali,Estándar,49.0,13760.0,En tránsito,Furgón
1486,2026-08-31,Medellín,Estándar,15.0,18860.0,En tránsito,Camioneta
1487,2026-09-01,Cali,Express,52.0,14245.0,Entregada,Moto
1488,2026-09-01,Villavicencio,Programada,33.0,13018.0,Entregada,Moto
1489,2026-09-02,Bucaramanga,Programada,5.0,29256.0,Entregada,Camioneta
1490,2026-09-02,Villavicencio,Express,36.0,13643.0,Entregada,Camioneta
1491,2026-09-03,Ibagué,Estándar,15.0,6763.0,En tránsito,Furgón
1492,2026-09-03,Ibagué,Estándar,20.0,14465.0,En tránsito,Furgón
1493,2026-09-04,Bucaramanga,Express,,18304.0,Entregada,Moto
1494,2026-09-04,Villavicencio,Programada,57.0,7366.0,En tránsito,Moto
1495,2026-09-05,Medellín,Programada,11.0,12642.0,Entregada,Camioneta
1496,2026-09-05,Cali,Programada,68.0,9151.0,Cancelada,Camioneta
1497,2026-09-06,Bogotá,Programada,,17516.0,Entregada,Moto
1498,2026-09-06,Cali,,70.0,23078.0,Cancelada,Furgón
1499,2026-09-07,Ibagué,Mismo día,60.0,29212.0,Pendiente,Furgón
1500,2026-09-07,Cali,Programada,27.0,14727.0,Cancelada,Camioneta
1501,2026-09-08,Bogotá,Mismo día,43.0,26582.0,Pendiente,Moto
1502,2026-09-08,Villavicencio,Estándar,42.0,10363.0,En tránsito,Furgón
1503,2026-09-09,Ibagué,Mismo día,57.0,24513.0,Pendiente,Moto
1504,2026-09-09,Ibagué,Mismo día,20.0,19067.0,En tránsito,Camioneta
1505,2026-09-10,Medellín,Programada,27.0,23955.0,Entregada,Furgón
1506,2026-09-10,Cali,Mismo día,20.0,23889.0,En tránsito,Furgón
1507,2026-09-11,Villavicencio,Programada,24.0,18311.0,En tránsito,Moto
1508,2026-09-11,Medellín,Programada,13.0,11435.0,Entregada,Camioneta
1509,2026-09-12,Medellín,Estándar,3.0,18155.0,Entregada,Moto
1510,2026-09-12,Medellín,Mismo día,75.0,25670.0,Cancelada,Moto
1511,2026-09-13,Ibagué,Programada,6.0,29267.0,Pendiente,Camioneta
1512,2026-09-13,Bucaramanga,Mismo día,,28188.0,En tránsito,Furgón
1513,2026-09-14,Ibagué,Estándar,1.0,9536.0,Cancelada,Furgón
1514,2026-09-14,Bucaramanga,Mismo día,62.0,19935.0,Entregada,Camioneta
1515,2026-09-15,Ibagué,Express,26.0,7614.0,En tránsito,Moto
1516,,Bogotá,Express,41.0,21724.0,Cancelada,Moto
1517,2026-09-16,Ibagué,Programada,23.0,29809.0,Pendiente,Moto
1518,2026-09-16,Bogotá,Programada,39.0,6314.0,En tránsito,Moto
1519,2026-09-17,Cali,Mismo día,36.0,21414.0,En tránsito,Moto
1520,2026-09-17,Villavicencio,Estándar,42.0,28638.0,Entregada,Furgón
1521,2026-09-18,Cali,Programada,32.0,26180.0,Entregada,Moto
1522,2026-09-18,Bogotá,Programada,43.0,14812.0,Entregada,Moto
1523,2026-09-19,Medellín,Mismo día,66.0,7598.0,Cancelada,Camioneta
1524,2026-09-19,Bucaramanga,Programada,35.0,,Pendiente,Moto
1525,2026-09-20,Medellín,Estándar,29.0,28033.0,En tránsito,Camioneta
1526,2026-09-20,Medellín,Mismo día,11.0,19475.0,Cancelada,Moto
1527,2026-09-21,Ibagué,Express,29.0,29473.0,Entregada,Moto
1528,2026-09-21,Bogotá,Mismo día,10.0,5115.0,Entregada,Camioneta
1529,2026-09-22,Ibagué,Express,15.0,20415.0,En tránsito,Furgón
1530,2026-09-22,Ibagué,Estándar,76.0,5963.0,Cancelada,Camioneta
1531,2026-09-23,Villavicencio,Mismo día,8.0,28393.0,Pendiente,Camioneta
1532,2026-09-23,Bogotá,Programada,39.0,22011.0,Cancelada,Camioneta
1533,2026-09-24,Bogotá,,66.0,27836.0,Entregada,Moto
1534,2026-09-24,Medellín,,76.0,19067.0,Cancelada,Moto
1535,2026-09-25,Villavicencio,Programada,12.0,7081.0,Entregada,Camioneta
1536,2026-09-25,Bogotá,Estándar,13.0,5663.0,Entregada,Moto
1537,,Cali,Express,30.0,13389.0,Pendiente,Furgón
1538,2026-09-26,Bogotá,Express,44.0,23587.0,Entregada,Camioneta
1539,2026-09-27,Villavicencio,Estándar,76.0,8775.0,Cancelada,Moto
1540,2026-09-27,Bogotá,Express,17.0,26304.0,Cancelada,Camioneta
1541,2026-09-28,Bucaramanga,Programada,13.0,10987.0,Pendiente,Moto
1542,2026-09-28,Bogotá,Mismo día,21.0,17410.0,En tránsito,Camioneta
1543,2026-09-29,Medellín,Mismo día,70.0,10077.0,Entregada,Furgón
1544,2026-09-29,Medellín,Estándar,3.0,16644.0,Pendiente,Moto
1545,2026-09-30,Bucaramanga,Mismo día,31.0,16304.0,Pendiente,Camioneta
1546,2026-09-30,Bogotá,Mismo día,10.0,5136.0,Cancelada,Moto
1547,2026-10-01,Cali,Mismo día,13.0,19195.0,Pendiente,Camioneta
1548,2026-10-01,Villavicencio,Estándar,73.0,24667.0,Entregada,Moto
1549,2026-10-02,Villavicencio,Estándar,1.0,28407.0,Entregada,Camioneta
1550,2026-10-02,Bucaramanga,Mismo día,26.0,13268.0,Cancelada,Camioneta
1551,2026-10-03,Bucaramanga,Express,73.0,27015.0,Entregada,Moto
1552,2026-10-03,Cali,Estándar,49.0,26969.0,Cancelada,Camioneta
1553,2026-10-04,Bucaramanga,Express,6.0,29710.0,Entregada,Furgón
1554,2026-10-04,Medellín,Mismo día,37.0,14326.0,Pendiente,Furgón
1555,2026-10-05,Ibagué,Programada,77.0,26273.0,Cancelada,Moto
1556,2026-10-05,Villavicencio,Express,,19127.0,En tránsito,Camioneta
1557,2026-10-06,,Express,42.0,6456.0,Entregada,Furgón
1558,,Ibagué,Programada,43.0,11758.0,Cancelada,Camioneta
1559,2026-10-07,Bucaramanga,Programada,53.0,21801.0,Entregada,Moto
1560,2026-10-07,Ibagué,Mismo día,15.0,9014.0,Pendiente,Camioneta
1561,2026-10-08,Villavicencio,Estándar,67.0,15868.0,Cancelada,Moto
1562,,Bogotá,Mismo día,79.0,24373.0,Pendiente,Moto
1563,2026-10-09,Cali,,12.0,8744.0,Entregada,Camioneta
1564,2026-10-09,Medellín,Mismo día,65.0,17415.0,Cancelada,Camioneta
1565,2026-10-10,Ibagué,Express,65.0,10371.0,Entregada,Furgón
1566,2026-10-10,Medellín,Express,59.0,18412.0,Pendiente,Camioneta
1567,2026-10-11,Medellín,Express,30.0,11018.0,Pendiente,Furgón
1568,2026-10-11,Medellín,Estándar,38.0,29136.0,En tránsito,Camioneta
1569,2026-10-12,Villavicencio,Mismo día,67.0,6917.0,En tránsito,Furgón
1570,2026-10-12,Villavicencio,Express,13.0,29090.0,Entregada,Moto
1571,2026-10-13,Ibagué,Estándar,66.0,24797.0,Cancelada,Moto
1572,2026-10-13,Cali,Express,73.0,,Entregada,Furgón
1573,2026-10-14,Medellín,Mismo día,54.0,26288.0,En tránsito,Furgón
1574,2026-10-14,Bogotá,Programada,27.0,9690.0,Pendiente,Furgón
1575,2026-10-15,Bogotá,Mismo día,45.0,28278.0,Pendiente,Moto
1576,2026-10-15,Cali,Programada,4.0,19857.0,Pendiente,Moto
1577,2026-10-16,Ibagué,Programada,74.0,29054.0,Pendiente,Furgón
1578,2026-10-16,Villavicencio,Mismo día,28.0,26954.0,Pendiente,Camioneta
1579,2026-10-17,Ibagué,Express,5.0,19490.0,Cancelada,Moto
1580,2026-10-17,Bogotá,Mismo día,63.0,14361.0,En tránsito,Furgón
1581,2026-10-18,Bogotá,Programada,52.0,7932.0,Cancelada,Furgón
1582,2026-10-18,Ibagué,Programada,50.0,7527.0,Cancelada,Moto
1583,2026-10-19,Bogotá,Estándar,5.0,14743.0,Cancelada,Furgón
1584,2026-10-19,Bogotá,Mismo día,60.0,25274.0,Cancelada,Furgón
1585,2026-10-20,Cali,Estándar,51.0,17634.0,Cancelada,Camioneta
1586,2026-10-20,Ibagué,Express,63.0,17044.0,Entregada,Camioneta
1587,2026-10-21,Bucaramanga,Mismo día,66.0,11111.0,Cancelada,Moto
1588,2026-10-21,Bogotá,Express,17.0,19110.0,Pendiente,Furgón
1589,2026-10-22,Ibagué,Express,17.0,20952.0,En tránsito,Furgón
1590,2026-10-22,Ibagué,Programada,73.0,29554.0,Pendiente,Furgón
1591,2026-10-23,Bucaramanga,Express,42.0,23236.0,En tránsito,Furgón
1592,2026-10-23,Ibagué,Mismo día,35.0,20180.0,Pendiente,Moto
1593,2026-10-24,Medellín,Estándar,23.0,27752.0,Cancelada,Camioneta
1594,2026-10-24,Ibagué,Express,51.0,15624.0,Entregada,Camioneta
1595,2026-10-25,Medellín,Mismo día,60.0,28374.0,En tránsito,Furgón
1596,2026-10-25,Bucaramanga,Programada,1.0,14249.0,Cancelada,Camioneta
1597,2026-10-26,Villavicencio,Estándar,44.0,8194.0,En tránsito,Camioneta
1598,2026-10-26,Bucaramanga,Programada,79.0,15440.0,Cancelada,Moto
1599,2026-10-27,Villavicencio,Programada,23.0,8219.0,Entregada,Furgón
1600,2026-10-27,Villavicencio,Express,23.0,7960.0,Pendiente,Camioneta
1601,2026-10-28,Villavicencio,Mismo día,70.0,27031.0,Cancelada,Moto
1602,2026-10-28,Bucaramanga,Estándar,5.0,24869.0,Cancelada,Furgón
1603,2026-10-29,Bucaramanga,Programada,32.0,10530.0,Entregada,Moto
1604,2026-10-29,Bogotá,Mismo día,37.0,25943.0,Cancelada,Moto
1605,2026-10-30,Bucaramanga,Programada,64.0,6722.0,En tránsito,Moto
1606,2026-10-30,Villavicencio,Programada,11.0,12110.0,En tránsito,Camioneta
1607,2026-10-31,Medellín,Estándar,35.0,22653.0,En tránsito,Moto
1608,2026-10-31,Villavicencio,Express,13.0,12595.0,Pendiente,Furgón
1609,2026-11-01,Ibagué,Estándar,63.0,23263.0,Pendiente,Camioneta
1610,2026-11-01,Ibagué,Mismo día,50.0,26859.0,En tránsito,Moto
1611,2026-11-02,Ibagué,Programada,40.0,6651.0,Entregada,Moto
1612,2026-11-02,Cali,Estándar,32.0,5599.0,Cancelada,Camioneta
1613,2026-11-03,Bucaramanga,Mismo día,13.0,28500.0,Entregada,Moto
1614,2026-11-03,Cali,Mismo día,73.0,18011.0,Entregada,Furgón
1615,2026-11-04,Bucaramanga,Mismo día,52.0,17662.0,Pendiente,Moto
1616,2026-11-04,Villavicencio,Estándar,26.0,16592.0,En tránsito,Camioneta
1617,2026-11-05,Medellín,Programada,33.0,15840.0,Pendiente,Moto
1618,2026-11-05,Medellín,Programada,58.0,22253.0,Cancelada,Moto
1619,2026-11-06,Bogotá,Estándar,57.0,19494.0,Entregada,Moto
1620,2026-11-06,Bogotá,Estándar,37.0,9084.0,En tránsito,Moto
1621,2026-11-07,Cali,Express,24.0,20666.0,Pendiente,Furgón
1622,2026-11-07,Cali,Estándar,53.0,21708.0,Cancelada,Furgón
1623,2026-11-08,Bogotá,Programada,53.0,7840.0,Pendiente,Furgón
1624,2026-11-08,Cali,Mismo día,48.0,14418.0,En tránsito,Moto
1625,2026-11-09,Villavicencio,Mismo día,,24763.0,Pendiente,Furgón
1626,2026-11-09,Medellín,Express,38.0,20468.0,Cancelada,Camioneta
1627,2026-11-10,Cali,Programada,49.0,8409.0,En tránsito,Moto
1628,2026-11-10,Cali,Express,76.0,6002.0,Cancelada,Moto
1629,2026-11-11,Villavicencio,Programada,42.0,19530.0,Cancelada,Camioneta
1630,2026-11-11,Cali,Estándar,28.0,16543.0,En tránsito,Camioneta
1631,2026-11-12,Bucaramanga,Estándar,44.0,29027.0,Entregada,Moto
1632,2026-11-12,Medellín,Programada,15.0,18056.0,Cancelada,Furgón
1633,2026-11-13,Cali,Estándar,8.0,28288.0,Entregada,Furgón
1634,2026-11-13,Cali,Mismo día,54.0,10358.0,En tránsito,Camioneta
1635,2026-11-14,Medellín,Programada,78.0,16183.0,Entregada,Furgón
1636,2026-11-14,Bucaramanga,Mismo día,67.0,8490.0,Pendiente,Furgón
1637,2026-11-15,Medellín,Programada,47.0,19356.0,En tránsito,Furgón
1638,2026-11-15,Medellín,Estándar,4.0,,Pendiente,Moto
1639,2026-11-16,Bucaramanga,Mismo día,79.0,17307.0,Cancelada,Furgón
1640,2026-11-16,Ibagué,Estándar,36.0,13603.0,Cancelada,Camioneta
1641,2026-11-17,Bucaramanga,Programada,23.0,9643.0,Cancelada,Furgón
1642,2026-11-17,Ibagué,Express,71.0,7420.0,Entregada,Furgón
1643,2026-11-18,Ibagué,Express,59.0,17801.0,En tránsito,Moto
1644,2026-11-18,Cali,Programada,60.0,28683.0,Entregada,Camioneta
1645,2026-11-19,,Express,22.0,9968.0,Cancelada,Moto
1646,2026-11-19,Medellín,Mismo día,79.0,15125.0,Pendiente,Moto
1647,2026-11-20,Cali,Mismo día,,10615.0,En tránsito,Camioneta
1648,2026-11-20,Villavicencio,Programada,42.0,25225.0,Pendiente,Furgón
1649,2026-11-21,Ibagué,Programada,60.0,15372.0,Pendiente,Furgón
1650,2026-11-21,Ibagué,Programada,53.0,,En tránsito,Camioneta
1651,2026-11-22,Cali,Express,14.0,11129.0,En tránsito,Moto
1652,2026-11-22,Villavicencio,Estándar,24.0,7018.0,Entregada,Camioneta
1653,2026-11-23,,Estándar,29.0,19563.0,En tránsito,Furgón
1654,2026-11-23,Bucaramanga,Mismo día,75.0,21292.0,En tránsito,Furgón
1655,2026-11-24,Villavicencio,Express,57.0,29769.0,Cancelada,Moto
1656,2026-11-24,Villavicencio,Estándar,29.0,26786.0,Cancelada,Moto
1657,2026-11-25,Bucaramanga,Estándar,59.0,27105.0,Cancelada,Furgón
1658,2026-11-25,Villavicencio,Express,59.0,20856.0,Entregada,Moto
1659,2026-11-26,Bogotá,Express,32.0,13995.0,Cancelada,Moto
1660,2026-11-26,Medellín,Estándar,32.0,15726.0,En tránsito,Moto
1661,2026-11-27,Medellín,Express,71.0,8343.0,En tránsito,Camioneta
1662,2026-11-27,Bucaramanga,Express,45.0,15777.0,Cancelada,Camioneta
1663,2026-11-28,Bogotá,Estándar,12.0,14111.0,Cancelada,Camioneta
1664,2026-11-28,Medellín,Express,57.0,5897.0,Entregada,Moto
1665,2026-11-29,Villavicencio,Programada,47.0,10111.0,En tránsito,Furgón
1666,2026-11-29,Bucaramanga,Express,41.0,18365.0,Pendiente,Furgón
1667,2026-11-30,Villavicencio,Estándar,58.0,14233.0,Pendiente,Camioneta
1668,2026-11-30,Ibagué,Estándar,72.0,29839.0,En tránsito,Moto
1669,2026-12-01,Ibagué,Mismo día,27.0,16963.0,Pendiente,Camioneta
1670,2026-12-01,Bogotá,Programada,34.0,28968.0,Cancelada,Furgón
1671,2026-12-02,Ibagué,Mismo día,15.0,21518.0,Entregada,Camioneta
1672,2026-12-02,Villavicencio,Estándar,52.0,6010.0,Pendiente,Moto
1673,2026-12-03,Villavicencio,Estándar,32.0,10086.0,Pendiente,Camioneta
1674,2026-12-03,Bogotá,Estándar,28.0,22645.0,Cancelada,Camioneta
1675,2026-12-04,Villavicencio,Mismo día,56.0,18628.0,En tránsito,Camioneta
1676,2026-12-04,Bucaramanga,Mismo día,33.0,12544.0,Entregada,Camioneta
1677,2026-12-05,Villavicencio,Mismo día,37.0,18052.0,Pendiente,Moto
1678,2026-12-05,Bogotá,Mismo día,35.0,27575.0,Pendiente,Furgón
1679,2026-12-06,Villavicencio,Programada,21.0,14718.0,En tránsito,Camioneta
1680,2026-12-06,Ibagué,Programada,10.0,6127.0,Cancelada,Camioneta
1681,2026-12-07,Bucaramanga,Mismo día,66.0,12774.0,Cancelada,Camioneta
1682,2026-12-07,Bogotá,Estándar,8.0,28397.0,Entregada,Camioneta
1683,2026-12-08,Ibagué,Estándar,26.0,24045.0,Cancelada,Moto
1684,2026-12-08,Ibagué,Mismo día,53.0,25937.0,Entregada,Furgón
1685,2026-12-09,Medellín,Estándar,11.0,27791.0,En tránsito,Moto
1686,2026-12-09,,Express,52.0,7937.0,Entregada,Camioneta
1687,2026-12-10,Cali,Programada,58.0,12067.0,En tránsito,Moto
1688,2026-12-10,Villavicencio,Estándar,53.0,6495.0,Cancelada,Moto
1689,2026-12-11,Cali,Mismo día,25.0,5118.0,En tránsito,Moto
1690,2026-12-11,Bucaramanga,Mismo día,2.0,25868.0,Pendiente,Furgón
1691,2026-12-12,Ibagué,Estándar,71.0,28424.0,Entregada,Camioneta
1692,2026-12-12,Bucaramanga,Programada,26.0,8894.0,Pendiente,Camioneta
1693,2026-12-13,Ibagué,Mismo día,,23054.0,En tránsito,Furgón
1694,2026-12-13,Ibagué,Programada,16.0,18372.0,Pendiente,Moto
1695,2026-12-14,Bogotá,Express,13.0,6730.0,Cancelada,Camioneta
1696,2026-12-14,Medellín,Programada,62.0,27894.0,Pendiente,Camioneta
1697,2026-12-15,Bucaramanga,Programada,75.0,26781.0,Entregada,Camioneta
1698,2026-12-15,Villavicencio,Programada,68.0,19186.0,En tránsito,Moto
1699,2026-12-16,Bogotá,Express,60.0,22697.0,Entregada,Furgón
